EPPO,446.5765983,529.145473,374.107402,418.0631797
EPRZ,523.2198142,441.4124294,356.0165975,385.2478134
EPSC,438.2108626,456.0247593,402.3444976,405.1334702
EPWA,796.5665065,749.0403908,306.9423554,280.4391048
EPWR,518.8548265,482.4360762,425.3963415,409.9502333
EPZG,421.1478261,1140,385.5363322,420
ESDF,196.6826462,199.1528926,184.8944338,191.0330579
ESGG,516.5592128,527.2303356,237.1515976,236.880985
ESGJ,287.3778664,1140,130.8517034,420
ESGP,408.6713287,420.7719298,300.4316547,280.4683841
ESGT,200.4371585,1140,139.6721311,420
ESKM,1140,1140,420,420
ESKN,621.70767,575.3610771,350.1013025,330.823673
ESMK,222.3924269,1140,138.4655172,420
ESMO,193.3333333,1140,136.6473988,420
ESMQ,205.0574713,205.1331719,144.2540905,186.8115942
ESMS,481.684064,478.9726027,279.2221181,263.4632775
ESMT,220.8859223,1140,141.076179,420
ESMX,220.0529101,265.5952381,117.4377224,179.2785571
ESNK,218.3653846,1140,126.4705882,420
ESNL,217.1825648,1140,148.8832808,420
ESNN,438.2662284,465.2263701,188.3600493,225.8571429
ESNO,244.4571429,284.4784423,153.4096484,206.75
ESNQ,402.2750424,510.3797468,238.3505155,238.0453258
ESNS,222.161435,237.8767123,136.7773788,189.9542334
ESNU,292.2170543,313.9753416,203.5881435,193.3088726
ESNV,222.462908,1140,121.2518629,420
ESNX,202.7251732,1140,135.3667055,420
ESNZ,1140,1140,420,420
ESOE,310.3217822,528.3050847,159.751861,293.4306569
ESOK,295.0991501,1140,162.7478754,420
ESOW,275.4285714,471.0638298,237.5159236,431.5714286
ESPA,518.3971292,506.8729282,229.2344498,226.3355408
ESPC,285.6997972,1140,236.2424242,420
ESSA,595.7975251,649.3362778,349.4780963,358.3383247
ESSB,495.0656934,415.1369863,269.9112426,256.7266734
ESSD,157.2684752,1140,122.9664179,420
ESSL,212.2826087,1140,118.5809582,420
ESSP,168.6206897,1140,126.7506751,221.7142857
ESSV,177.1912351,1140,124.3391521,420
ESTA,232.9683886,227.4895746,197.515528,214.4787323
ESUD,213.2951289,1140,194.9425287,420
ESUT,223.4366197,1140,145.8119658,420
ETAR,909.0291262,1477.431193,721.3235294,655.5
ETNL,591.7777778,610.5306122,312.0895522,319.0123457
EVLA,1140,360.7659574,420,241.2793177
EVRA,553.0947921,553.9101885,281.8922283,280.464828
EYKA,461.9469027,1140,322.9090909,295.5963303
EYPA,312.8450704,319.566879,211.0893855,271.1082803
EYVI,469.2358804,494.0241108,326.872888,315.8432813
FACT,860.1215067,785.1219512,384.188862,394.0807175
FAJS,1071.634146,982.7732794,560.0967352,567.760218
FAOR,1140,1140,420,420
FCBB,553.5483871,562.987013,439.1082803,497.3076923
FCPP,479.1946309,777.5172414,316.433121,369.12
FEFF,1140,1140,420,420
FGSL,715.2495697,734.6727899,373.3554817,344.7483871
FIMP,948.6792453,988.7086093,569.1286307,557.8512397
FKKD,671.7675545,731.7811159,306.6346154,332.6697892
FKYS,1140,1140,420,270.1522843
FLLS,922.0645161,961.910828,397.6923077,400.5095541
FMCZ,1140,1140,420,420
FMEE,776.0869565,849.5811518,345.7894737,394.1419355
FMMI,627.8111588,724.729064,472.5641026,535.3448276
FNLU,1140,606.3380282,658.5123967,667.0769231
FOOL,865.1162791,912.0710059,354.2583732,351.505618
FQMA,1140,1140,420,420
FTTJ,475.4940711,450.9036145,318.8888889,274.9859155
FVHA,1024.736842,1140,192.3870968,420
FZAA,891.3559322,804.083045,290.5063291,327.5324675
GABS,596.9747899,594.6956522,362.1875,341.1078717
